ST_CASE,YEAR,FATALS,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,STATENAME,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOURNAME,MINUTENAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,NHSNAME,SP_JURNAME,HARM_EVNAME,MAN_COLLNAME,RELJCT1NAME,RELJCT2NAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUSNAME,RAILNAME,LATITUDE,LONGITUD,COUNTYNAME,CITYNAME
80063,2016,1,0,0,2,2,0,2,2,Colorado,March,8,Tuesday,1:00pm-1:59pm,5,Local Street - Township,Rural,Minor Arterial,Town or Township Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,40.52276111,-104.9443222,LARIMER (69),TIMNATH
80064,2016,1,0,0,2,2,0,3,3,Colorado,March,8,Tuesday,6:00pm-6:59pm,2,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dusk,Not Reported,No,Not Applicable,39.87255556,-105.0918111,JEFFERSON (59),WESTMINSTER
80065,2016,2,0,0,2,2,0,2,2,Colorado,March,10,Thursday,11:00am-11:59am,58,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,37.22902222,-107.7484556,LA PLATA (67),NOT APPLICABLE
80066,2016,1,0,0,2,2,0,2,2,Colorado,March,12,Saturday,3:00am-3:59am,1,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.963075,-105.0903333,BOULDER (13),LAFAYETTE
80067,2016,1,0,0,2,2,0,4,4,Colorado,March,12,Saturday,2:00pm-2:59pm,23,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.85555556,-104.882675,ADAMS (1),COMMERCE CITY
80068,2016,1,0,0,1,1,0,1,1,Colorado,March,13,Sunday,0:00am-0:59am,58,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.82665556,-104.9472222,ADAMS (1),NOT APPLICABLE
80069,2016,1,0,0,1,1,0,1,1,Colorado,March,13,Sunday,3:00am-3:59am,20,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.60116944,-106.0882639,SUMMIT (117),NOT APPLICABLE
80070,2016,1,0,0,2,2,0,2,2,Colorado,March,14,Monday,2:00pm-2:59pm,12,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Intersection-Related,Y-Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,38.119925,-107.7238778,OURAY (91),NOT APPLICABLE
80071,2016,1,0,0,1,1,0,1,1,Colorado,March,17,Thursday,2:00am-2:59am,0,Local Street - Frontage Road,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Yes,Other location within Interchange Area,Not an Intersection,Separator,,Dark - Not Lighted,Not Reported,No,Not Applicable,40.75666667,-104.9915278,LARIMER (69),NOT APPLICABLE
80072,2016,1,0,0,1,1,0,3,3,Colorado,March,17,Thursday,8:00am-8:59am,15,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Fence,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,Outside Trafficway,,Daylight,Snow,No,Not Applicable,40.75180556,-105.3676667,LARIMER (69),NOT APPLICABLE
80073,2016,1,0,0,1,1,0,1,1,Colorado,March,17,Thursday,10:00pm-10:59pm,15,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Snow,No,Not Applicable,40.53980556,-104.9956667,LARIMER (69),NOT APPLICABLE
80074,2016,2,0,0,1,1,0,3,3,Colorado,March,18,Friday,5:00pm-5:59pm,13,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Not Reported,No,Not Applicable,40.54075,-107.5963889,MOFFAT (81),NOT APPLICABLE
80075,2016,1,0,0,2,2,0,2,2,Colorado,March,21,Monday,11:00am-11:59am,45,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.85413889,-104.4140028,ADAMS (1),NOT APPLICABLE
80076,2016,1,0,0,1,1,0,1,1,Colorado,March,21,Monday,1:00pm-1:59pm,25,County Road,Rural,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Other Fixed Object,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Not Reported,No,Not Applicable,39.22220556,-108.7782278,MESA (77),NOT APPLICABLE
80077,2016,1,1,1,1,1,0,1,1,Colorado,March,21,Monday,9:00pm-9:59pm,21,County Road,Urban,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.83634722,-105.0003083,ADAMS (1),NOT APPLICABLE
80078,2016,1,0,0,2,2,0,2,2,Colorado,March,29,Tuesday,5:00pm-5:59pm,23,U.S. Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,37.731,-103.8747833,OTERO (89),NOT APPLICABLE
80079,2016,1,0,0,1,1,0,2,2,Colorado,March,23,Wednesday,8:00am-8:59am,30,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Culvert,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Snow,No,Not Applicable,39.27588333,-105.9333167,PARK (93),NOT APPLICABLE
80080,2016,1,0,0,2,2,0,2,2,Colorado,March,23,Wednesday,2:00pm-2:59pm,54,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Yes,Through Roadway,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,38.43479444,-104.6069111,PUEBLO (101),NOT APPLICABLE
80081,2016,1,0,0,1,1,0,1,1,Colorado,March,27,Sunday,2:00am-2:59am,36,U.S. Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.56463889,-107.5525944,GARFIELD (45),NOT APPLICABLE
80082,2016,1,1,1,1,1,0,1,1,Colorado,March,19,Saturday,6:00pm-6:59pm,44,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,40.02281111,-105.2564806,BOULDER (13),BOULDER
80083,2016,1,0,0,2,1,1,3,3,Colorado,March,30,Wednesday,11:00pm-11:59pm,28,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Mail Box,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Not Reported,No,Not Applicable,37.43333056,-108.47845,MONTEZUMA (83),NOT APPLICABLE
80084,2016,1,1,1,1,1,0,1,1,Colorado,March,31,Thursday,6:00am-6:59am,32,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.74019722,-105.0027278,DENVER (31),DENVER
80085,2016,1,0,0,2,2,0,3,3,Colorado,March,31,Thursday,7:00pm-7:59pm,38,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Yes,Acceleration/Deceleration Lane,Not an Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.84541667,-104.985,ADAMS (1),THORNTON
80086,2016,1,0,0,2,2,0,2,2,Colorado,March,21,Monday,4:00pm-4:59pm,34,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Shoulder,,Daylight,Not Reported,No,Not Applicable,39.66921111,-105.3584806,JEFFERSON (59),NOT APPLICABLE
80087,2016,1,0,0,2,2,0,3,3,Colorado,March,24,Thursday,12:00pm-12:59pm,50,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Yes,Intersection,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,38.21669444,-104.6208111,PUEBLO (101),PUEBLO
80088,2016,1,0,0,2,2,0,2,2,Colorado,March,2,Wednesday,7:00am-7:59am,57,U.S. Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Shoulder,,Daylight,Snow,No,Not Applicable,39.62527778,-106.0355361,SUMMIT (117),DILLON
80089,2016,1,1,1,1,1,0,1,1,Colorado,March,18,Friday,2:00pm-2:59pm,36,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,T-Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.76444444,-104.9866833,DENVER (31),DENVER
80090,2016,1,0,0,2,2,0,2,2,Colorado,February,19,Friday,7:00am-7:59am,44,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Intersection-Related,T-Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,40.42785278,-105.0022917,LARIMER (69),LOVELAND
80091,2016,1,1,1,1,1,0,2,2,Colorado,March,11,Friday,8:00pm-8:59pm,43,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.76305556,-105.2169,JEFFERSON (59),GOLDEN
80092,2016,1,0,0,1,1,0,1,1,Colorado,March,12,Saturday,12:00pm-12:59pm,18,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.57915,-105.0260833,ARAPAHOE (5),LITTLETON
80093,2016,1,1,1,1,1,0,1,1,Colorado,April,2,Saturday,0:00am-0:59am,20,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,T-Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.08381389,-108.4688806,MESA (77),NOT APPLICABLE
80094,2016,2,0,0,3,3,0,5,5,Colorado,April,2,Saturday,8:00am-8:59am,3,State Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.72542778,-104.75825,ARAPAHOE (5),AURORA
80095,2016,1,0,0,2,2,0,2,2,Colorado,April,2,Saturday,12:00pm-12:59pm,4,U.S. Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Driveway Access Related,Not an Intersection,On Shoulder,,Daylight,Not Reported,No,Not Applicable,40.11634167,-105.2823556,BOULDER (13),NOT APPLICABLE
80096,2016,2,0,0,2,2,0,5,5,Colorado,April,1,Friday,3:00pm-3:59pm,39,Local Street - Municipality,Urban,Minor Arterial,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.59776111,-104.9413333,ARAPAHOE (5),CENTENNIAL
80097,2016,1,1,1,1,1,0,2,2,Colorado,April,5,Tuesday,11:00pm-11:59pm,34,State Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Not Reported,No,Not Applicable,39.82283333,-104.9874111,ADAMS (1),NOT APPLICABLE
80098,2016,1,0,0,2,2,0,4,4,Colorado,April,8,Friday,10:00am-10:59am,58,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.20851111,-104.8641722,DOUGLAS (35),NOT APPLICABLE
80099,2016,2,0,0,3,3,0,4,4,Colorado,April,8,Friday,3:00pm-3:59pm,19,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,38.0571,-102.2094889,PROWERS (99),NOT APPLICABLE
80100,2016,1,0,0,1,1,0,1,1,Colorado,April,9,Saturday,3:00pm-3:59pm,18,U.S. Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Wall,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Not Reported,No,Not Applicable,40.39501944,-104.6363389,WELD (123),NOT APPLICABLE
80101,2016,2,0,0,2,2,0,2,2,Colorado,April,10,Sunday,5:00am-5:59am,50,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Cloudy,No,Not Applicable,39.66699722,-104.9129778,DENVER (31),DENVER
80102,2016,1,0,0,1,1,0,5,5,Colorado,April,12,Tuesday,3:00pm-3:59pm,45,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Sleet or Hail,No,Not Applicable,38.16380556,-105.2334167,CUSTER (27),NOT APPLICABLE
